Gene	H37-H37002-BG002179-ar-BG002179.quant.sf	H37-H37002-BG004281-ar-BG004281.quant.sf
RPS3AP20	0.662941	0.590722
RPS3AP21	0	0
RPS3AP22	0	0
RPS3AP23	0	0
RPS3AP24	0	0
RPS3AP25	0	0
RPS3AP26	7.896417	13.560004
RPS3AP27	0	0
RPS3AP28	0	0
RPS3AP29	0	0
RPS3AP3	0	0
RPS3AP30	0	0
RPS3AP31	0.135281	0
RPS3AP32	0	0.103617
RPS3AP33	0	0
RPS3AP34	0.541123	0
RPS3AP35	0	0
RPS3AP36	0	0
RPS3AP37	0.288841	0
RPS3AP38	0.349254	0
RPS3AP39	0.068362	0
RPS3AP4	0	0
RPS3AP40	0.06764	0
RPS3AP41	0	0
RPS3AP42	0	0
RPS3AP43	0	0
RPS3AP44	0.199761	0.198801
RPS3AP46	0	0
RPS3AP47	1.30466	0.203773
RPS3AP48	0	0
RPS3AP49	0	0
RPS3AP5	0.199377	0
RPS3AP50	0	0
RPS3AP51	0	0
RPS3AP52	0	0
RPS3AP53	0	0
RPS3AP54	0	0
RPS3AP6	23.543245	17.671635
RPS3AP7	0	0
RPS3AP8	0	0
RPS3AP9	0	0
RPS3P1	0	0
RPS3P2	0	0
RPS3P6	0.097933	0
RPS3P7	0.449279	0
RPS4X	410.554484	450.559104
RPS4XP1	0	0.099909
RPS4XP10	0	0
RPS4XP11	0.068728	0
RPS4XP12	0	0
RPS4XP13	0	0
RPS4XP14	0	0
RPS4XP15	0	0
RPS4XP16	0.394594	0
RPS4XP17	0	0
RPS4XP18	0	0
RPS4XP19	0	0
RPS4XP2	0.066243	0
RPS4XP20	0	0
RPS4XP21	0	0
RPS4XP22	0.06776	0
RPS4XP23	0	0
RPS4XP3	0	0
RPS4XP4	0	0
RPS4XP5	0	0
RPS4XP6	0	0
RPS4XP7	0	0
RPS4XP8	0	0
RPS4XP9	0	0
RPS4Y1	779.39515	437.957934
RPS4Y2	0	0
RPS5	264.531215	356.162695
RPS5P2	0	0
RPS5P3	0	0
RPS5P7	0	0
RPS5P8	0	0
RPS6	1056.921709	1195.189508
RPS6KA1	15.5129	20.437229
RPS6KA2	16.854522	21.586016
RPS6KA2-AS1	0	0
RPS6KA2-IT1	0	0
RPS6KA3	93.948725	53.999667
RPS6KA4	15.244507	25.093039
RPS6KA5	27.555479	14.890808
RPS6KA6	2.826687	1.747044
RPS6KB1	66.407282	59.59353
RPS6KB2	15.753189	16.691744
RPS6KB2-AS1	0	0
RPS6KC1	48.896971	38.666627
RPS6KL1	7.949343	6.323772
RPS6P12	0	0
RPS6P14	0	0
RPS6P15	0.071406	0
RPS6P16	0	0
RPS6P2	0	0
RPS6P20	0	0
RPS6P21	0	0
RPS6P22	0.07488	0
RPS6P23	0	0
RPS6P25	1.148896	0.321067
RPS6P26	0	0
RPS6P3	0	0
RPS6P4	0	0
RPS6P7	0	0
RPS6P8	0	0
RPS7	275.864661	295.649198
RPS7P1	1.759272	1.759448
RPS7P10	0	0
RPS7P11	1.245443	1.536158
RPS7P12	0	0
RPS7P13	0	0
RPS7P14	0	0
RPS7P15	0	0
RPS7P2	0	0
RPS7P3	0.313733	0
RPS7P4	0	0
RPS7P5	0	0
RPS7P6	0	0
RPS7P7	0	0
RPS7P8	0	0
RPS7P9	0	0
RPS8	372.466505	453.088635
RPS8P10	0	0
RPS8P3	0	0
RPS8P4	0	0
RPS8P6	0	0
RPS9	274.531128	249.609942
RPS9P1	0	0
RPSA	223.787557	244.371117
RPSAP1	0	0
RPSAP10	0	0
RPSAP11	0	0
RPSAP12	67.261965	104.111879
RPSAP13	0.058048	0
RPSAP14	0.252141	0
RPSAP15	0.062467	0.088916
RPSAP16	0.063196	0
RPSAP17	0	0.085859
RPSAP18	0.742301	0.462488
RPSAP19	0	0
RPSAP2	0	0
RPSAP20	0.170289	0
RPSAP21	0.800589	0.085609
RPSAP22	0	0
RPSAP23	0	0
RPSAP24	0	0
RPSAP25	0	0
RPSAP26	0	3.459578
RPSAP27	0	0
RPSAP28	0	0
RPSAP29	0	0
RPSAP3	0	0
RPSAP31	0	0
RPSAP32	0	0
RPSAP33	0	0
RPSAP34	0	0
RPSAP35	0	0
RPSAP36	1.640184	0.701256
RPSAP37	0	0
RPSAP38	0	0
RPSAP39	0	0
RPSAP4	0	0
RPSAP40	0	0
RPSAP41	0	0
RPSAP42	0	0
RPSAP43	0	0
RPSAP44	0	0
RPSAP45	0	0
RPSAP46	0	0
RPSAP47	0	0
RPSAP48	0	0
RPSAP49	0	0
RPSAP5	0	0
RPSAP50	0	0
RPSAP51	0	0
RPSAP52	0.057786	0
RPSAP53	0	0
RPSAP54	0	0.085518
RPSAP55	0	0
RPSAP56	0	0.085484
RPSAP57	0	0
RPSAP58	13.764783	20.235247
RPSAP59	0	0
RPSAP6	0.114882	0
RPSAP60	0	0
RPSAP61	0	0
RPSAP62	0	0
RPSAP63	0	0
RPSAP64	0	0
RPSAP65	0	0
RPSAP66	0	0
RPSAP67	0	0
RPSAP68	0	0
RPSAP69	0	0
RPSAP7	0	0
RPSAP70	0	0
RPSAP71	0	0
RPSAP72	0	0
RPSAP73	0	0
RPSAP74	0	0
RPSAP75	0	0
RPSAP76	0	0
RPSAP8	0	0
RPSAP9	0.455449	0.646941
RPTN	0.630385	0
RPTOR	25.664258	18.829462
RPUSD1	12.070519	21.883029
RPUSD2	8.723481	9.20217
RPUSD3	24.084201	25.434387
RPUSD4	24.900115	22.728485
RRAD	3.145047	102.387475
RRAGA	54.765198	56.197058
RRAGAP1	0	0
RRAGB	50.593971	44.601326
RRAGC	54.903336	53.230542
RRAGD	28.610403	28.378
RRAS	47.416463	81.186216
RRAS2	28.564066	15.8486
RRAS2P1	0	0
RRAS2P2	0	0
RRBP1	426.009868	678.60966
RREB1	51.081307	64.260082
RRH	0.393923	0.208732
RRM1	55.291175	41.098197
RRM1-AS1	0	0
RRM2	27.787847	44.12985
RRM2B	37.899201	35.293475
RRM2P2	0	0
RRM2P3	0.971171	0.426211
RRM2P4	0	0
RRN3	41.842464	25.848404
RRN3P1	9.430019	5.845174
RRN3P2	6.466851	4.576469
RRN3P3	14.482564	11.732233
RRN3P4	0	0
RRNAD1	17.999112	16.197065
RRP1	11.41913	8.033619
RRP12	11.379486	12.500748
RRP15	20.581476	14.626892
RRP1B	21.185856	17.484673
RRP36	37.824347	37.656398
RRP7A	10.471933	13.032507
RRP7BP	4.977153	8.667852
RRP8	34.272283	17.538389
RRP9	4.426665	5.897779
RRS1	49.705518	46.97831
RRS1-AS1	0	0
RS1	0	0
RSAD1	19.094777	10.870936
RSAD2	50.803134	43.60023
RSBN1	31.610799	21.226
RSBN1L	47.33634	29.316871
RSC1A1	13.864282	27.247883
RSF1	125.633811	91.718078
RSF1-IT1	0	0
RSF1-IT2	0	0
RSKR	9.421372	7.659481
RSL1D1	322.162508	217.51079
RSL24D1	13.136571	7.776853
RSL24D1P1	0	0
RSL24D1P11	0	0
RSL24D1P2	0	0
RSL24D1P3	0	0
RSL24D1P4	0	0
RSL24D1P5	0	0
RSL24D1P6	0	0
RSL24D1P8	0	0
RSL24D1P9	0	0
RSPH1	2.821373	4.551362
RSPH10B	0.60097	0.477701
RSPH10B2	0.781613	0.570884
RSPH14	1.323182	0.355873
RSPH3	24.212753	24.027459
RSPH4A	0.717419	0.532915
RSPH6A	0.086273	0.13918
RSPH9	0.098956	0.099994
RSPO1	0.663646	0.331826
RSPO2	1.718487	16.669031
RSPO3	8.860363	1.727398
RSPO4	0.272137	1.238335
RSPRY1	95.966243	87.50435
RSRC1	39.110807	32.305094
RSRC2	189.064551	129.033368
RSRP1	536.813258	686.00558
RSU1	72.079987	100.570889
RSU1P1	0	0
RSU1P2	0	0
RSU1P3	0.123551	0
RTBDN	0.561141	1.476117
RTCA	37.399433	33.769115
RTCA-AS1	0.015699	0.039176
RTCB	119.791433	136.28058
RTEL1	23.293076	28.7636
RTEL1-TNFRSF6B	1.34347	1.51009
RTEL1P1	0.310203	0.252304
RTF1	40.015262	26.988315
RTF2	106.235652	114.861491
RTKN	37.853137	45.318189
RTKN2	20.87134	8.545246
RTL1	0	0
RTL10	18.700339	12.885535
RTL3	0.173677	0.07181
RTL4	0	0
RTL5	8.445915	4.293169
RTL6	21.332585	16.588785
RTL8A	100.669919	172.615507
RTL8B	17.101547	17.523169
RTL8C	133.974341	154.459961
RTL9	0.130478	0.034995
RTN1	4.631902	12.377615
RTN2	19.820465	40.149598
RTN3	77.618897	144.584883
RTN3P1	0.309372	0.358273
RTN4	383.638292	443.049959
RTN4IP1	4.975349	6.484215
RTN4R	2.026005	4.861959
RTN4RL1	0.339298	0.944357
RTN4RL2	0.784095	3.747122
RTP1	0.01922	0.174647
RTP2	0	0
RTP3	0	0
RTP4	24.150979	20.053657
RTP5	0.064397	0.083907
RTRAF	181.067303	190.095043
RTRAFP1	0	0
RTRAFP2	0	0
RTTN	8.980309	6.800352
RUBCN	31.386786	31.934596
RUBCNL	9.836032	8.466542
RUFY1	47.008596	34.05798
RUFY1-AS1	0	0
RUFY2	54.030124	36.190375
RUFY3	119.317748	73.249644
RUFY4	0.677811	1.408063
RUNDC1	25.9973	21.490396
RUNDC3A	0.569286	0.925828
RUNDC3A-AS1	0	0
RUNDC3B	4.333293	4.532818
RUNX1	339.11749	328.004669
RUNX1T1	70.00608	127.139839
RUNX2	50.371502	49.971389
RUNX2-AS1	0	0
RUNX3	19.884729	22.98155
RUNX3-AS1	0	0
RUSC1	19.267544	23.80673
RUSC1-AS1	4.769532	6.615209
RUSC2	19.010034	29.829114
RUSF1	38.324917	69.89417
RUVBL1	36.348829	34.426002
RUVBL1-AS1	0	0
RUVBL2	18.771618	39.174096
RUVBL2P1	0	0
RWDD1	40.780741	29.25568
RWDD2A	4.002308	2.742869
RWDD2B	19.376681	18.815736
RWDD3	51.370193	36.606006
RWDD4	4.662571	5.441053
RWDD4P1	0	0
RWDD4P2	0.219264	0
RXFP1	0.375811	0.574531
RXFP2	0	0
RXFP3	0.16578	0
RXFP4	0.497326	0
RXRA	16.035143	32.078201
RXRB	20.971892	23.86261
RXRG	0.450954	0.29839
RXYLT1	27.636404	22.306714
RXYLT1-AS1	0	0
RYBP	57.389609	35.235851
RYK	149.921582	165.061159
RYKP1	0	0
RYR1	1.101796	36.264144
RYR2	56.341961	27.675894
RYR3	5.875988	0.401844
RYR3-DT	0	0
S100A1	1.929295	61.152509
S100A10	2170.919025	1354.387207
S100A11	1304.951959	2685.009798
S100A11P1	0	0
S100A11P10	0	0
S100A11P2	0	0
S100A11P5	0	0
S100A11P6	0	0
S100A11P7	0	0
S100A11P8	0	0
S100A11P9	0	0
S100A12	32.362549	0.205667
S100A13	121.714942	77.082271
S100A14	130.226485	111.986323
S100A15A	0	0
S100A16	80.258005	38.722541
S100A2	5.10176	4.764972
S100A3	1.345365	2.135582
S100A4	111.819647	128.516081
S100A5	0.392293	0
S100A6	3076.690348	1185.24207
S100A7	0	0
S100A7A	0	0
S100A7L2	0	0
S100A7P1	0	0
S100A8	201.778374	7.009882
S100A9	101.378105	28.620745
S100B	7.712047	0.322529
S100G	0	0
S100P	154.265619	92.110057
S100PBP	50.785571	31.51224
S100Z	1.6046	1.220844
S1PR1	46.507504	39.486278
S1PR2	4.609085	8.291415
S1PR3	84.062431	15.423851
S1PR4	3.443851	2.020174
S1PR5	2.391242	0.626186
SAA1	35.904455	157.440923
SAA2	4.140911	47.614212
SAA2-SAA4	0.367848	4.810113
SAA3P	0	0
SAA4	0	0
SAAL1	18.645705	12.866197
SAC3D1	3.15485	13.933615
SACM1L	52.319718	57.306727
SACS	32.845051	23.048443
SACS-AS1	0	0
SAE1	89.503273	55.025367
SAFB	234.99386	188.530247
SAFB2	73.137079	38.123611
SAG	0	0
SAGE1	0	0
SAGE2P	0	0
SAGE3P	0	0
SAGE4P	0	0
SALL1	1.516511	2.149673
SALL1P1	0	0
SALL2	5.459515	4.441005
SALL3	0	0.063764
SALL4	11.379131	13.293864
SALL4P1	0	0
SALL4P2	0	0
SALL4P5	0	0
SALL4P6	0	0
SALL4P7	0	0
SALRNA1	0	0
SALRNA2	0	0
SALRNA3	0	0
SAMD1	24.359118	33.77588
SAMD10	8.962207	13.14932
SAMD11	4.794995	5.926135
SAMD11P1	0	0
SAMD12	70.449415	32.717628
SAMD12-AS1	0	0.051703
SAMD13	4.265805	2.210998
SAMD14	2.104351	4.093772
SAMD15	1.537789	0.669535
SAMD3	8.659191	13.140288
SAMD4A	89.468304	22.953595
SAMD4B	122.410898	116.725276
SAMD5	35.999637	24.834518
SAMD7	0.142247	0.02694
SAMD8	46.135605	27.675025
SAMD9	141.492074	106.627515
SAMD9L	211.979828	323.125811
SAMHD1	214.143708	313.464112
SAMM50	30.250596	27.573301
SAMM50P1	0	0
SAMMSON	0	0
SAMSN1	38.957376	26.098854
SAMSN1-AS1	0	0
SAP130	26.84927	35.445106
SAP18	86.520825	87.974776
SAP18P1	0	0
SAP18P2	0	0
SAP18P3	0	0
SAP25	1.53999	3.315707
SAP30	18.654621	9.086297
SAP30-DT	0	0
SAP30BP	61.4594	52.713469
SAP30L	39.551538	42.99564
SAP30L-AS1	0	0.06628
SAPCD1	0.425232	2.162728
SAPCD1-AS1	0.154023	0.224429
SAPCD2	4.271544	3.535924
SAPCD2P1	0	0
SAPCD2P2	0	0
SAPCD2P3	0	0
SAPCD2P4	0	0
SAR1A	233.12162	205.059179
SAR1AP1	0	0
SAR1AP2	0	0
SAR1AP3	0	0
SAR1AP4	0	0
SAR1B	109.304503	65.472909
SARAF	430.606981	274.070022
SARDH	2.665835	2.264316
SARM1	10.015684	5.697528
SARNP	55.404987	34.401352
SARS1	81.410016	65.92574
SARS2	24.107677	32.218188
SART1	35.908575	56.352738
SART3	85.958114	58.748576
SASH1	42.880453	33.962349
SASH3	12.547021	16.028759
SASS6	5.146901	4.067572
SAT1	856.96413	350.809254
SAT2	61.09213	42.989625
SATB1	140.671378	100.332627
SATB1-AS1	0.098182	0
SATB2	37.715437	47.699939
SATB2-AS1	0.755111	0.636968
SATL1	0	0
SAV1	45.968036	36.839386
SAXO1	0	0
SAXO2	3.758438	1.295483
SAYSD1	14.305325	18.80577
SBDS	225.495834	182.44676
SBDSP1	66.475699	43.97589
SBF1	17.232568	22.823524
SBF1P1	0	0
SBF1P2	0	0
SBF2	82.966462	40.20246
SBF2-AS1	1.618954	1.699658
SBK1	0.28208	1.127686
SBK2	0	0
SBK3	0.361526	0.528228
SBNO1	29.373461	25.27594
SBNO1-AS1	0	0
SBNO2	67.364551	73.780889
SBSN	0.339012	0.714958
SBSPON	10.110235	0.620037
SC4MOP	0	0
SC5D	59.102818	96.603306
SCAANT1	0	0
SCAF1	24.34213	30.371697
SCAF11	353.928927	262.851175
SCAF4	69.791434	67.03375
SCAF8	88.076021	136.462349
SCAI	9.937728	7.344983
SCAMP1	45.348037	33.576552
SCAMP1-AS1	0.026162	0.09168
SCAMP2	185.967864	231.203533
SCAMP3	36.810452	56.055446
SCAMP4	21.574108	26.554206
SCAMP5	4.975361	4.224569
SCAND1	13.215017	21.788788
SCAND2P	3.015606	2.337991
SCAND3P1	0	0
SCAP	26.881154	31.155924
SCAPER	32.745306	35.733903
SCARA3	10.767302	20.167739
SCARA5	4.104528	11.559953
SCARB1	36.511717	58.626166
SCARB2	251.08758	174.370099
SCARF1	2.616354	6.817097
SCARF2	19.896408	20.037317
SCARNA1	0	0
SCARNA10	3.642947	2.264267
SCARNA11	0	0
SCARNA12	465.080826	1085.995692
SCARNA13	0	0.677052
SCARNA14	0	0
SCARNA15	0	0
SCARNA16	0	0
SCARNA17	0	0
SCARNA18	0	0
SCARNA18B	0	0
SCARNA2	4.949088	2.389416
SCARNA20	0	0
SCARNA21	0	0
SCARNA21B	0	0
SCARNA22	0	0
SCARNA23	0	0
SCARNA3	0	0
SCARNA4	0	0
SCARNA5	12.615527	10.060273
SCARNA6	4.156265	0
SCARNA7	3.642947	3.479399
SCARNA8	2.609828	0
SCARNA9	0	0
SCART1	3.201416	0.867444
SCAT1	0	0
SCAT2	0	0
SCAT8	0	0
SCCPDH	68.438964	49.562661
SCD	31.037304	19.043212
SCD5	15.31534	10.380156
SCDP1	0	0
SCEL	10.90501	0.183124
SCEL-AS1	0	0
SCFD1	126.060484	100.165509
SCFD2	33.522154	34.020284
SCG2	27.42961	31.410299
SCG3	0.234933	0.019804
SCG5	29.962348	20.284957
SCG5-AS1	0	0
SCGB1A1	0	0
SCGB1B2P	0	0
SCGB1C1	0	0
SCGB1C2	0	0
SCGB1D1	0	0
SCGB1D2	0	0
SCGB1D4	0	0
SCGB1D5P	0	0
SCGB2A1	0.374587	0.183263
SCGB2A2	0	0
SCGB2B2	2.639929	2.090703
SCGB2B3P	0	0
SCGB3A1	0	0
SCGB3A2	0	0
SCGN	0.735297	0
SCHIP1	13.131797	2.219669
SCHLAP1	0	0
SCIMP	16.324579	11.135794
SCIN	26.251932	30.799499
SCLT1	31.761878	22.591573
SCLY	28.854878	27.962322
SCMH1	86.862123	72.099006
SCML1	20.370371	21.161292
SCML2	3.030317	2.622555
SCML2P1	0	0
SCML2P2	0	0
SCML4	3.081465	1.975281
SCN10A	0	0
SCN11A	0.643907	0.55766
SCN1A	0.401002	0.014409
SCN1A-AS1	0.074114	0.767485
SCN1B	3.379259	10.452699
SCN2A	6.159837	1.99724
SCN2B	1.066733	0.395978
SCN3A	3.057256	0.463075
SCN3B	2.419514	0.388322
SCN4A	1.13002	2.643668
SCN4B	2.466131	2.584685
SCN5A	0.213055	1.270828
SCN7A	21.382976	0.334728
SCN8A	1.784566	0.595867
SCN9A	8.640318	3.569002
SCNM1	24.189411	29.083647
SCNN1A	159.441502	137.078703
SCNN1B	2.552209	0.099359
SCNN1D	3.210265	1.318015
SCNN1G	0.49495	0
SCO1	27.246995	23.788426
SCO2	11.306211	54.641767
SCOC	51.148736	21.608052
SCOC-AS1	0	0
SCOCP1	0	0
SCP2	464.508288	487.37682
SCP2D1	0.100225	0
SCP2D1-AS1	0.249725	0
SCPEP1	89.453241	76.356889
SCRG1	0.787084	0.787697
SCRIB	35.015478	57.445126
SCRN1	80.858313	67.125713
SCRN2	10.795163	19.904032
SCRN3	58.497701	55.442727
SCRT1	0	0
SCRT2	0.012877	0
SCT	12.739423	0.899489
SCTR	0	0.183836
SCTR-AS1	0	0
SCUBE1	3.392175	2.712828
SCUBE1-AS1	0	0
SCUBE1-AS2	0	0
SCUBE2	11.492027	10.736627
SCUBE3	6.737044	110.068396
SCX	3.142365	4.724518
SCYGR1	0	0
SCYGR10	0	0
SCYGR2	0	0
SCYGR3	0	0
SCYGR4	0	0
SCYGR5	0	0
SCYGR6	0	0
SCYGR7	0	0
SCYGR8	0	0
SCYGR9	0	0
SCYL1	30.722089	70.15805
SCYL2	85.489081	61.601909
SCYL2P1	1.718134	0.685624
SCYL3	13.784251	11.49029
SDAD1	35.997981	33.44862
SDAD1-AS1	0	0
SDAD1P1	0.104618	0.227956
SDAD1P2	0	0
SDAD1P3	0	0
SDAD1P4	0	0
SDC1	60.294056	195.104157
SDC2	124.404924	120.729537
SDC3	86.814262	68.340616
SDC4	155.720362	215.779105
SDC4P	0	0
SDCBP	186.94956	110.406001
SDCBP2	52.78465	58.782402
SDCBP2-AS1	0.4054	0.133536
SDCBP2P1	0	0
SDCBPP1	0	0
SDCBPP2	0	0
SDCBPP3	0	0
SDCCAG8	92.974177	93.447893
SDE2	32.483007	24.054057
SDF2	34.485534	46.937588
SDF2L1	19.309974	46.097284
SDF4	118.017645	181.360788
SDHA	94.255067	168.895796
SDHAF1	19.093985	12.170791
SDHAF2	45.833874	37.689848
SDHAF3	8.214524	18.608549
SDHAF4	5.271029	5.331714
SDHAP1	29.38277	29.522529
SDHAP2	2.743332	5.652526
SDHAP3	6.276177	6.624219
SDHB	115.357135	106.736872
SDHC	130.032091	114.126066
SDHCP1	0	0
SDHCP2	0	0
SDHCP3	1.046116	0.383244
SDHCP4	0	0
SDHD	32.665171	28.430978
SDHDP1	0	0
SDHDP2	0	0
SDHDP3	0	0
SDHDP4	0	0
SDHDP5	0	0
SDHDP6	0	0
SDK1	11.181519	2.787042
SDK1-AS1	0	0
SDK2	2.160525	1.537562
SDR16C5	16.42457	7.341391
SDR16C6P	0	0
SDR39U1	17.37975	20.219282
SDR42E1	8.392243	2.17345
SDR42E1P1	0	0
SDR42E1P2	0	0
SDR42E1P3	0	0
SDR42E1P4	0	0
SDR42E1P5	0.17654	0
SDR42E2	0	0
SDR9C7	0.219602	0
SDS	22.643342	9.01109
SDSL	9.167971	22.162261
SEBOX	0	0
SEC11A	206.03264	184.072074
SEC11B	0	0
SEC11C	122.956728	80.063009
SEC13	112.503871	169.987788
SEC13P1	0	0
SEC14L1	134.944913	82.240877
SEC14L1P1	1.680609	0.473484
SEC14L2	19.608144	10.225753
SEC14L3	0	0
SEC14L4	1.355466	0.329906
SEC14L5	0.080247	0.037544
SEC14L6	0.414012	0.036729
SEC16A	68.307493	58.15837
SEC16B	13.259272	19.362297
SEC1P	0.052864	0
SEC22A	51.914347	65.561216
SEC22B	20.550607	20.153262
SEC22B2P	0	2.850039
SEC22B3P	2.698264	0
SEC22B4P	0.284164	0.453493
SEC22C	42.255937	41.777702
SEC23A	142.31275	111.429784
SEC23A-AS1	0	0
SEC23B	105.803225	131.69854
SEC23IP	51.579458	42.587579
SEC24A	64.559875	50.405882
SEC24AP1	0	0
SEC24B	65.602648	56.530422
SEC24B-AS1	0	0
SEC24C	56.878046	48.082073
SEC24D	110.461454	166.471421
SEC31A	385.429031	378.790347
SEC31B	12.862665	11.55576
SEC61A1	191.509556	175.226743
SEC61A2	21.967952	9.631516
SEC61B	63.755002	68.606339
SEC61G	383.169124	261.081172
SEC61G-DT	0	0.059527
SEC61GP1	0	0
SEC62	170.996692	218.903509
SEC62-AS1	0	0
SEC63	154.077399	146.485173
SEC63P1	0	0.055424
SEC63P2	0	0
SECISBP2	64.528521	44.411966
SECISBP2L	143.282889	101.444519
SECTM1	10.80665	26.045513
SEH1L	58.139435	54.699163
SEL1L	122.514741	79.298461
SEL1L2	0.232471	0
SEL1L3	286.339436	269.659739
SELE	5.443367	6.92435
SELENBP1	24.458305	30.230199
SELENOF	225.08418	131.810203
SELENOH	56.12297	82.644681
SELENOI	45.794625	33.746585
SELENOK	21.800151	11.617278
SELENOKP1	0	0
SELENOKP2	0	0
SELENOKP3	0	0
SELENOM	102.019784	79.825472
SELENON	56.47955	89.043165
SELENOO	12.170656	8.968367
SELENOOLP	0	0
SELENOP	276.951651	462.657047
SELENOS	118.985741	86.287495
SELENOT	92.347654	86.906795
SELENOTP1	0.571511	0
SELENOTP2	0	0
SELENOV	0	0
SELENOW	185.940895	103.324194
SELENOWP1	0	0
SELL	28.324584	32.714653
SELP	10.078714	13.354259
SELPLG	13.180952	34.812379
SEM1	223.776757	151.106707
SEM1P1	0	0
SEMA3A	41.908013	6.210772
SEMA3B	8.086752	5.103088
SEMA3B-AS1	0	0
SEMA3C	124.304484	138.262303
SEMA3D	6.531628	1.034118
SEMA3E	6.283645	11.320466
SEMA3F	9.311578	20.332439
SEMA3F-AS1	0.045392	0.482106
SEMA3G	5.005616	3.778984
SEMA4A	17.39649	17.816001
SEMA4B	41.67249	25.800908
SEMA4C	22.122694	23.165236
SEMA4D	42.898127	67.225819
SEMA4F	2.697794	6.557578
SEMA4G	21.025682	14.835113
SEMA5A	34.631822	33.329142
SEMA5A-AS1	0	0
SEMA5B	0.762385	3.945794
SEMA6A	23.126465	21.54608
SEMA6A-AS1	5.589662	5.251588
SEMA6A-AS2	0	0
SEMA6B	5.764769	17.066508
SEMA6C	3.67708	9.885624
SEMA6D	11.928376	8.497375
SEMA7A	8.757558	13.554949
SEMG1	0.382069	2.47373
SEMG2	0	0
SENCR	0	0
SENP1	38.049435	22.960651
SENP2	80.259076	82.017964
SENP3	35.559462	33.116219
SENP3-EIF4A1	0.785927	0.149352
SENP5	57.836282	41.303381
SENP6	150.24472	138.136857
SENP7	64.924109	53.892952
SENP8	6.432098	4.304413
SEPHS1	24.093543	20.898498
SEPHS1P1	0	0
SEPHS1P2	0	0
SEPHS1P4	0	0
SEPHS1P6	0	0
SEPHS1P7	0	0
SEPHS2	80.497033	94.674315
SEPHS2P1	0	0
SEPSECS	27.012628	14.572827
SEPSECS-AS1	0.230162	0.31722
SEPTIN1	6.857631	8.730875
SEPTIN10	99.531895	72.148187
SEPTIN10P1	0	0
SEPTIN11	230.566334	226.515192
SEPTIN12	0.189598	0
SEPTIN14	0	0
SEPTIN14P1	0	0
SEPTIN14P12	0	0
SEPTIN14P17	0	0
SEPTIN14P19	0.491864	0
SEPTIN14P2	0	0
SEPTIN14P21	0	0
SEPTIN14P24	0	0
SEPTIN14P3	0	0
SEPTIN14P4	0	0
SEPTIN14P5	0	0
SEPTIN14P8	0	0
SEPTIN2	1222.858023	1112.07496
SEPTIN2P1	0	0
SEPTIN3	1.468812	0.737823
SEPTIN4	16.680785	36.181175
SEPTIN4-AS1	4.019171	1.736751
SEPTIN5	23.36682	35.695476
SEPTIN6	37.62868	33.677553
SEPTIN7	229.941255	163.069792
SEPTIN7-DT	0	0
SEPTIN7P1	0	0
SEPTIN7P10	0	0
SEPTIN7P11	0	0
SEPTIN7P12	0	0
SEPTIN7P13	1.072731	0.403629
SEPTIN7P14	6.611267	2.018038
SEPTIN7P15	0	0
SEPTIN7P2	3.671889	3.888265
SEPTIN7P3	0	0
SEPTIN7P4	0	0
SEPTIN7P5	0	0
SEPTIN7P6	0	0.062179
SEPTIN7P7	0	0
SEPTIN7P8	0	0
SEPTIN7P9	0	0
SEPTIN8	88.820683	88.744416
SEPTIN9	310.683486	253.423028
SEPTIN9-DT	0	0
SERAC1	12.908349	14.109308
SERBP1	170.936423	108.374716
SERBP1P1	0.146775	0.244528
SERBP1P2	0	0
SERBP1P3	0	0
SERBP1P4	0	0
SERBP1P5	0.158855	0
SERBP1P6	0.106902	0
SERF1A	8.669186	17.422787
SERF1AP1	0	0
SERF1B	3.536146	2.177585
SERF2	350.255336	375.052187
SERGEF	22.917	31.541914
SERHL	0.111209	0.115603
SERHL2	0.392381	0.565707
SERINC1	184.458612	120.245843
SERINC2	20.359242	38.369788
SERINC3	169.073446	122.692655
SERINC4	0.179397	0.133438
SERINC5	53.690671	61.763715
SERP1	159.119446	113.052535
SERP2	2.271993	2.495483
SERPINA1	145.739116	246.518468
SERPINA10	0.02152	0
SERPINA11	0.060409	0
SERPINA12	0.031593	0
SERPINA13P	0	0
SERPINA15P	0	0
SERPINA2	0.053525	0
SERPINA3	15.682848	2.634334
SERPINA4	0.026483	0
SERPINA5	0.885881	1.34586
SERPINA6	0	0.045912
SERPINA7	0	0
SERPINA7P1	0	0
SERPINA9	0.127104	0
SERPINB1	179.592623	259.790178
SERPINB10	0.118821	0
SERPINB11	0	0
SERPINB12	0	0
SERPINB13	0	0
SERPINB2	1.658178	0.309276
SERPINB3	0	0
SERPINB4	0.309767	5.067124
SERPINB5	73.16918	78.748468
SERPINB6	173.833975	168.50861
SERPINB7	0.243396	1.540111
SERPINB8	28.432059	21.140824
SERPINB8P1	0	0
SERPINB9	32.025829	42.666412
SERPINB9P1	0	0
SERPINC1	0.084222	0
SERPIND1	0	0
SERPINE1	283.151606	4.838709
SERPINE2	172.836845	87.390497
SERPINE3	0	0
SERPINE4P	0	0
SERPINF1	277.414805	533.213744
SERPINF2	1.360047	1.516356
SERPING1	455.001415	798.199023
SERPINH1	193.280717	405.711189
SERPINH1P1	0	0
SERPINI1	6.308311	5.029365
SERPINI2	0.378279	1.031886
SERTAD1	13.298874	9.552817
SERTAD2	31.913588	19.528953
SERTAD3	15.81354	14.173241
